Idris	12326901744	21655552	30306304	0.0
Idris	12652086496	21651456	30302208	0.0
Idris	12229695345	21659648	30310400	0.0
Idris	12309572369	21270528	30117888	0.0
Idris	12012725065	21655552	30306304	0.0
Idris	13309503370	21458944	30109696	0.0
Idris	12123480553	21651456	30302208	0.0
Idris (FP)	12080940270	21458944	30109696	0.0
Idris (FP)	12091629616	21659648	30113792	0.0
Idris (FP)	12322083013	21655552	30306304	0.0
Idris (FP)	12103566814	21651456	30302208	0.0
Idris (FP)	49556276796	21684224	40603648	0.0
Idris (FP)	12119424526	21651456	30302208	0.0
Idris (FP)	12486647382	21463040	30113792	0.0
Idris (FP)	12054887898	21655552	30109696	0.0
Idris (FP)	12447502082	21655552	30306304	0.0
Idris (FP)	12259193987	21639168	30093312	0.0
Idris (FP)	12171400307	21655552	30306304	0.0
Idris (FP)	12247728291	21458944	30109696	0.0
Idris (FP)	12416199254	21852160	30306304	0.0
Idris (FP)	12102214301	21336064	29986816	0.0
Idris (FP)	12464303183	21852160	30306304	0.0
Idris (FP)	12148863864	21655552	30109696	0.0
Idris (FP)	12278341807	21659648	30310400	0.0
Idris (FP)	12519412478	21655552	30109696	0.0
Idris (FP)	12643802037	21262336	30109696	0.0
Idris (FP)	12255727579	21659648	30113792	0.0
Idris (FP)	12328185493	21856256	30310400	0.0
Idris (FP)	12296604592	21852160	30306304	0.0
Idris (FP)	12333540575	21647360	30101504	0.0
Idris (FP)	12309025551	21852160	30306304	0.0
Idris (FP)	12156958042	21655552	30109696	0.0
Idris (FP)	12362611583	21458944	30109696	0.0
Idris (FP)	12419585188	21655552	30109696	0.0
Idris (FP)	12601491672	21852160	30306304	0.0
Idris (FP)	12158901437	21458944	30109696	0.0
Idris (FP)	12218497566	21659648	30113792	0.0
Idris (FP)	12283261160	21643264	30294016	0.0
Idris (FP)	12415631800	21651456	30302208	0.0
Idris (FP)	12481061017	21663744	30117888	0.0
Idris (FP)	12276402046	21647360	30298112	0.0
Idris (FP)	12291529099	21659648	30310400	0.0
Idris (FP)	12365552068	21655552	30306304	0.0
Idris (FP)	12250110036	21856256	30310400	0.0
Idris (FP)	12551504583	21856256	30310400	0.0
Idris (FP)	12235663663	21463040	30113792	0.0
Idris (FP)	12252433049	21856256	30310400	0.0
Idris (FP)	12296332136	21659648	30113792	0.0
Idris (FP)	12328289792	21458944	30109696	0.0
Idris (FP)	12286797690	21848064	30302208	0.0
Idris (FP)	12091909973	21663744	30314496	0.0
Idris (FP)	12032541880	21463040	30310400	0.0
Idris (FP)	12432036712	21458944	29913088	0.0
Idris (FP)	12392323715	21467136	29921280	0.0
Idris (FP)	12028824987	21655552	30109696	0.0
Idris (FP)	12439287895	21659648	30113792	0.0
Idris (FP)	12220327968	22179840	30666752	0.0
Idris (FP)	12607157333	21549056	29806592	0.0
Idris (FP)	12717384198	22528000	31043584	0.0
Idris (FP)	12192350804	22097920	30416896	0.0
Idris (FP)	12458739929	21909504	30425088	0.0
Idris (FP)	12352828513	22097920	30355456	0.0
Idris (FP)	12085355353	22663168	30920704	0.0
Idris (FP)	12595727871	22970368	31227904	0.0
Idris (FP)	50262636570	22642688	41123840	0.0
Idris (FP)	12434401371	22319104	30773248	0.0
Idris (FP)	12396887759	22269952	30572544	0.0
Idris (FP)	50183246969	22847488	41549824	0.0
Idris (FP)	12604745988	22593536	31047680	0.0
Idris (FP)	12494120562	22740992	30998528	0.0
Idris (FP)	51969034958	22827008	41558016	0.0
Idris (FP)	12664435170	22409216	30863360	0.0
Idris (FP)	12794016341	22646784	30511104	0.0
Idris (FP)	12601594083	22597632	30658560	0.0
Idris (FP)	52044587145	22564864	41193472	0.0
Idris (FP)	12806616198	22577152	30871552	0.0
Idris (FP)	12930499916	21737472	30191616	0.0
Idris (FP)	52735453665	22388736	40869888	0.0
Idris (FP)	12890598966	22355968	30859264	0.0
